id,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,price
376,4130,3,2,2,yes,no,no,no,no,2,no,semi-furnished,3640000
756,12900,3,1,1,yes,no,no,no,no,2,no,furnished,4900000
546,8960,4,4,4,yes,no,no,no,yes,3,no,furnished,12250000
749,4770,3,1,1,yes,yes,yes,no,no,0,no,semi-furnished,4900000
558,3500,4,2,2,yes,no,no,yes,no,2,no,furnished,9240000
53,5150,3,2,4,yes,no,no,no,yes,2,no,semi-furnished,7350000
1050,4000,3,1,2,yes,no,no,no,yes,0,no,unfurnished,2653000
515,3210,3,1,2,yes,no,yes,no,no,0,no,unfurnished,2450000
716,10269,3,1,1,yes,no,no,no,no,1,yes,semi-furnished,5250000
891,2176,2,1,2,yes,yes,no,no,no,0,yes,semi-furnished,3850000
1024,3660,4,1,2,no,no,no,no,no,0,no,unfurnished,2940000
836,2953,3,1,2,yes,no,yes,no,yes,0,no,unfurnished,4200000
356,2520,5,2,1,no,no,yes,no,yes,1,no,furnished,3773000
859,4040,2,1,2,yes,no,no,no,no,1,no,semi-furnished,4095000
1005,8100,2,1,1,yes,no,no,no,no,1,no,unfurnished,3087000
525,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished,2345000
269,3900,3,1,2,yes,no,no,no,no,0,no,unfurnished,4375000
732,6100,3,1,1,yes,no,yes,no,yes,0,yes,semi-furnished,5110000
178,7085,3,1,1,yes,yes,yes,no,no,2,yes,semi-furnished,5229000
346,2176,2,1,2,yes,yes,no,no,no,0,yes,semi-furnished,3850000
398,3120,3,1,2,yes,no,no,no,no,1,no,unfurnished,3500000
319,3000,4,1,3,yes,no,yes,no,yes,2,no,semi-furnished,4060000
557,6550,4,2,2,yes,no,no,no,yes,1,yes,semi-furnished,9310000
96,9000,3,1,1,yes,no,yes,no,no,1,yes,furnished,6300000
147,5500,3,2,2,yes,no,no,no,no,1,no,semi-furnished,5600000
36,7482,3,2,3,yes,no,no,yes,no,1,yes,furnished,8043000
452,9000,3,1,2,yes,no,no,no,no,2,no,semi-furnished,3150000
181,7200,3,1,2,yes,yes,yes,no,no,1,yes,furnished,5215000
509,3600,2,2,2,yes,no,yes,no,no,1,no,furnished,2590000
571,6000,3,2,4,yes,yes,yes,no,yes,0,yes,semi-furnished,8463000
10,13200,3,1,2,yes,no,yes,no,yes,2,yes,furnished,9800000
678,4800,3,1,3,yes,no,no,no,yes,0,no,unfurnished,5810000
257,8250,3,1,1,yes,no,no,no,no,0,no,furnished,4480000
493,3960,3,1,1,yes,no,no,no,no,0,no,furnished,2800000
136,5400,4,2,2,yes,no,no,no,yes,2,no,unfurnished,5740000
927,3150,3,1,2,yes,no,yes,no,no,0,no,furnished,3570000
835,2610,4,3,2,no,no,no,no,no,0,no,semi-furnished,4200000
861,5900,4,2,2,no,no,yes,no,no,1,no,unfurnished,4060000
646,5500,3,1,3,yes,no,no,no,no,1,yes,unfurnished,6230000
299,7000,3,1,1,yes,no,no,no,no,3,no,furnished,4200000
642,6400,3,1,1,yes,yes,yes,no,yes,1,yes,semi-furnished,6300000
782,5010,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,4620000
313,3680,3,2,2,yes,no,no,no,no,0,no,semi-furnished,4095000
450,3450,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,3150000
776,4320,3,1,1,yes,no,no,no,no,0,yes,semi-furnished,4690000
63,6360,4,2,3,yes,no,no,no,yes,2,yes,furnished,7035000
696,4400,4,1,2,yes,no,no,no,yes,2,yes,semi-furnished,5565000
923,2275,3,1,3,yes,no,no,yes,yes,0,yes,semi-furnished,3640000
780,5680,3,1,2,yes,yes,no,no,yes,1,no,semi-furnished,4620000
511,3180,3,1,1,no,no,no,no,no,0,no,unfurnished,2520000
728,7980,3,1,1,yes,no,no,no,no,1,yes,semi-furnished,5145000
16,6600,4,2,2,yes,yes,yes,no,yes,1,yes,unfurnished,9100000
113,9620,3,1,1,yes,no,yes,no,no,2,yes,furnished,6083000
481,2700,2,1,1,no,no,no,no,no,0,no,furnished,2940000
1041,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished,2695000
72,5020,3,1,4,yes,no,no,no,yes,0,yes,unfurnished,6720000
245,5360,3,1,2,yes,no,no,no,no,2,yes,unfurnished,4550000
87,3960,3,1,1,yes,no,yes,no,no,2,no,semi-furnished,6475000
353,2856,3,1,3,yes,no,no,no,no,0,yes,furnished,3780000
609,11175,3,1,1,yes,no,yes,no,yes,1,yes,furnished,7000000
545,7420,4,2,3,yes,no,no,no,yes,2,yes,furnished,13300000
321,3630,3,2,2,yes,no,no,yes,no,2,no,semi-furnished,4025000
663,6420,3,1,1,yes,no,yes,no,yes,0,yes,furnished,5950000
675,4800,3,1,1,yes,yes,yes,no,no,0,no,unfurnished,5866000
155,6100,3,2,1,yes,no,yes,no,no,2,yes,furnished,5530000
1014,4600,2,1,1,yes,no,no,no,no,0,no,furnished,3010000
279,6360,2,1,1,yes,no,no,no,no,0,no,furnished,4270000
443,4320,3,1,1,no,no,no,no,no,1,no,unfurnished,3220000
472,3630,4,1,2,yes,no,no,no,no,3,no,semi-furnished,3010000
338,3780,2,1,2,yes,yes,yes,no,no,0,no,semi-furnished,3885000
13,3500,4,2,2,yes,no,no,yes,no,2,no,furnished,9240000
57,9000,4,2,4,yes,yes,no,no,yes,1,yes,furnished,7245000
81,4000,3,2,2,yes,no,yes,no,yes,1,no,semi-furnished,6615000
986,4370,3,1,2,yes,no,no,no,no,0,no,unfurnished,3220000
555,13200,3,1,2,yes,no,yes,no,yes,2,yes,furnished,9800000
20,4320,3,1,2,yes,no,yes,yes,no,2,no,semi-furnished,8750000
822,10360,2,1,1,yes,no,no,no,no,1,yes,semi-furnished,4305000
332,5500,4,1,2,yes,yes,yes,no,no,0,no,semi-furnished,3920000
911,3630,2,1,1,yes,no,yes,no,no,0,no,furnished,3675000
284,7770,2,1,1,yes,no,no,no,no,1,no,furnished,4270000
234,3880,3,2,2,yes,no,yes,no,no,2,no,semi-furnished,4620000
31,7000,3,1,4,yes,no,no,no,yes,2,no,semi-furnished,8400000
881,8080,3,1,1,yes,no,no,no,yes,2,no,semi-furnished,3920000
272,4075,3,1,1,yes,yes,yes,no,no,2,no,semi-furnished,4340000
676,5828,4,1,4,yes,yes,no,no,no,0,no,semi-furnished,5810000
1073,3970,1,1,1,no,no,no,no,no,0,no,unfurnished,2275000
689,4700,4,1,2,yes,yes,yes,no,yes,1,no,furnished,5600000
582,9000,4,2,4,yes,no,no,no,yes,2,no,furnished,7980000
880,3816,2,1,1,yes,no,yes,no,yes,2,no,furnished,3920000
488,5200,4,1,3,yes,no,no,no,no,0,no,unfurnished,2852500
242,3640,3,1,2,yes,no,no,no,yes,0,no,furnished,4550000
766,3420,4,2,2,yes,no,no,no,no,0,no,semi-furnished,4767000
480,3480,3,1,2,no,no,no,no,no,1,no,semi-furnished,2940000
182,3410,3,1,2,no,no,no,no,yes,0,no,semi-furnished,5145000
145,5000,3,1,4,yes,no,no,no,no,0,no,furnished,5600000
1000,5495,3,1,1,yes,no,yes,no,no,0,no,unfurnished,3129000
347,3350,3,1,2,yes,no,no,no,no,0,no,unfurnished,3836000
614,12090,4,2,2,yes,no,no,no,no,2,yes,furnished,6790000
640,4100,3,2,3,yes,no,no,no,yes,2,no,semi-furnished,6300000
846,3520,3,1,2,yes,no,no,no,no,0,yes,semi-furnished,4200000
687,10500,4,2,2,yes,no,no,no,no,1,no,semi-furnished,5600000
305,3450,3,1,2,yes,no,no,no,no,1,no,semi-furnished,4193000
659,6800,2,1,1,yes,yes,yes,no,no,2,no,furnished,6020000
656,8372,3,1,3,yes,no,no,no,yes,2,no,unfurnished,6090000
105,4500,3,1,4,yes,no,no,no,yes,0,no,unfurnished,6160000
160,6210,4,1,4,yes,yes,no,no,yes,0,no,furnished,5460000
277,10360,2,1,1,yes,no,no,no,no,1,yes,semi-furnished,4305000
64,11175,3,1,1,yes,no,yes,no,yes,1,yes,furnished,7000000
15,6000,4,1,2,yes,no,yes,no,no,2,no,semi-furnished,9100000
605,6000,3,2,2,yes,yes,no,no,no,1,no,semi-furnished,7140000
467,3240,3,1,2,yes,no,no,no,no,2,no,semi-furnished,3010000
379,3520,3,1,1,yes,no,no,no,no,2,yes,unfurnished,3633000
455,5495,3,1,1,yes,no,yes,no,no,0,no,unfurnished,3129000
447,3500,2,1,1,no,no,yes,no,no,0,no,semi-furnished,3150000
947,5880,2,1,1,yes,no,no,no,no,0,no,unfurnished,3500000
428,4040,2,1,1,yes,no,no,no,no,1,no,unfurnished,3325000
110,6600,3,1,1,yes,yes,yes,no,no,2,yes,semi-furnished,6090000
537,1700,3,1,2,yes,no,no,no,no,0,no,unfurnished,1890000
88,7410,3,1,1,yes,yes,yes,no,yes,2,yes,unfurnished,6475000
0,7420,4,2,3,yes,no,no,no,yes,2,yes,furnished,13300000
73,6600,2,2,4,yes,no,yes,no,no,0,yes,furnished,6685000
38,6000,3,1,4,yes,yes,no,no,yes,2,no,unfurnished,7962500
673,5500,3,1,3,yes,yes,no,no,yes,1,no,furnished,5873000
736,10700,3,1,2,yes,yes,yes,no,no,0,no,semi-furnished,5040000
253,3520,2,1,2,yes,no,no,no,no,0,yes,furnished,4515000
985,3640,4,1,2,yes,no,yes,no,no,0,no,unfurnished,3234000
549,7420,4,1,2,yes,yes,yes,no,yes,2,no,furnished,11410000
135,6000,3,2,4,yes,no,no,no,yes,0,no,unfurnished,5775000
1079,3000,4,1,2,yes,no,no,no,no,0,no,unfurnished,2100000
137,4640,4,1,2,yes,no,no,no,no,1,no,semi-furnished,5740000
816,1905,5,1,2,no,no,yes,no,no,0,no,semi-furnished,4340000
904,3600,3,1,1,yes,no,no,no,no,1,no,unfurnished,3710000
1061,3240,2,1,1,no,yes,no,no,no,1,no,unfurnished,2450000
477,4960,2,1,1,yes,no,no,no,no,0,no,unfurnished,2940000
50,7440,3,2,4,yes,no,no,no,no,1,yes,unfurnished,7420000
390,2135,3,2,2,no,no,no,no,no,0,no,unfurnished,3500000
950,3060,3,1,1,yes,no,no,no,no,0,no,unfurnished,3465000
944,7350,2,1,1,yes,no,no,no,no,1,no,semi-furnished,3500000
912,3630,2,1,1,yes,no,no,no,yes,0,no,unfurnished,3675000
344,3850,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3850000
152,5400,5,1,2,yes,yes,yes,no,yes,0,yes,furnished,5565000
144,4700,4,1,2,yes,yes,yes,no,yes,1,no,furnished,5600000
265,2880,3,1,2,yes,no,no,no,no,0,yes,semi-furnished,4403000
19,6420,3,2,2,yes,no,no,no,yes,1,yes,semi-furnished,8855000
811,4880,3,1,1,yes,no,no,no,no,2,yes,unfurnished,4403000
124,6525,3,2,4,yes,no,no,no,no,1,no,furnished,5950000
917,3180,3,1,2,no,no,yes,no,no,0,no,semi-furnished,3640000
682,4640,4,1,2,yes,no,no,no,no,1,no,semi-furnished,5740000
954,3185,2,1,1,yes,no,no,no,no,2,no,unfurnished,3430000
684,6360,3,1,1,yes,yes,yes,no,yes,2,yes,furnished,5740000
733,5720,2,1,2,yes,no,no,no,yes,0,yes,unfurnished,5075000
924,3520,3,1,1,yes,no,no,no,no,2,yes,unfurnished,3633000
897,5830,2,1,1,yes,no,no,no,no,2,no,unfurnished,3780000
1030,3630,2,1,1,yes,no,no,no,no,0,no,unfurnished,2870000
849,8250,3,1,1,yes,no,yes,no,no,3,no,semi-furnished,4193000
26,6000,3,2,4,yes,yes,yes,no,yes,0,yes,semi-furnished,8463000
1037,2650,3,1,2,yes,no,yes,no,no,1,no,unfurnished,2800000
764,7000,3,1,2,yes,no,yes,no,no,0,no,unfurnished,4795000
879,3290,2,1,1,yes,no,no,yes,no,1,no,furnished,3920000
153,3300,3,3,2,yes,no,yes,no,no,0,no,semi-furnished,5530000
229,9667,4,2,2,yes,yes,yes,no,no,1,no,semi-furnished,4690000
834,5850,2,1,1,yes,yes,yes,no,no,2,no,semi-furnished,4200000
30,7475,3,2,4,yes,no,no,no,yes,2,no,unfurnished,8400000
1007,2160,3,1,2,no,no,yes,no,no,0,no,semi-furnished,3080000
918,3000,2,1,2,yes,no,no,no,yes,0,no,furnished,3640000
693,6360,3,1,3,yes,no,no,no,no,0,yes,semi-furnished,5600000
293,4410,2,1,1,no,no,no,no,no,1,no,unfurnished,4200000
581,7482,3,2,3,yes,no,no,yes,no,1,yes,furnished,8043000
695,5136,3,1,2,yes,yes,yes,no,yes,0,yes,unfurnished,5600000
925,4500,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3605000
1074,3970,3,1,2,yes,no,yes,no,no,0,no,unfurnished,2275000
1042,3934,2,1,1,yes,no,no,no,no,0,no,unfurnished,2660000
56,11440,4,1,2,yes,no,yes,no,no,1,yes,semi-furnished,7343000
1058,4400,3,1,2,yes,no,no,no,no,0,no,unfurnished,2485000
833,5040,3,1,2,yes,no,yes,no,yes,0,no,unfurnished,4200000
868,5400,3,1,1,yes,no,no,no,no,3,no,semi-furnished,4025000
743,5948,3,1,2,yes,no,no,no,yes,0,no,semi-furnished,4935000
591,6000,3,2,4,yes,no,no,no,yes,1,no,furnished,7525000
207,3000,3,1,2,yes,no,yes,no,yes,0,no,semi-furnished,4900000
740,4410,4,3,2,yes,no,yes,no,no,2,no,semi-furnished,4970000
888,4080,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3850000
22,8050,3,1,1,yes,yes,yes,no,yes,1,no,furnished,8645000
1076,5300,3,1,1,no,no,no,no,yes,0,yes,unfurnished,2233000
482,3150,3,1,2,no,no,no,no,no,0,no,unfurnished,2940000
93,7200,3,2,1,yes,no,yes,no,yes,3,no,semi-furnished,6300000
956,2145,3,1,3,yes,no,no,no,no,0,yes,furnished,3430000
307,4080,3,1,2,yes,no,no,no,no,2,no,semi-furnished,4165000
287,5500,3,1,2,yes,no,no,no,yes,0,no,unfurnished,4200000
551,8580,4,3,4,yes,no,no,no,yes,2,yes,semi-furnished,10150000
1006,4960,2,1,1,yes,no,yes,no,yes,0,no,unfurnished,3080000
199,4200,3,1,2,yes,no,no,no,no,1,no,furnished,4907000
67,7700,3,2,1,yes,no,no,no,no,2,no,unfurnished,6895000
563,4600,3,2,2,yes,yes,no,no,yes,2,no,furnished,8890000
871,4100,4,1,1,no,no,yes,no,no,0,no,unfurnished,3990000
554,5750,3,2,4,yes,yes,no,no,yes,1,yes,unfurnished,9800000
374,3520,2,2,1,yes,no,yes,no,no,0,no,semi-furnished,3640000
787,3640,3,1,2,yes,no,no,no,yes,0,no,furnished,4550000
597,6000,4,2,4,yes,yes,no,no,yes,1,no,furnished,7350000
329,3960,3,1,2,yes,no,no,no,no,0,no,furnished,3990000
413,1950,3,2,2,yes,no,yes,no,no,0,yes,unfurnished,3430000
186,11410,2,1,2,yes,no,no,no,no,0,yes,furnished,5110000
872,6480,3,1,2,no,no,no,no,yes,1,no,semi-furnished,3990000
314,4040,2,1,2,yes,no,no,no,no,1,no,semi-furnished,4095000
747,4120,2,1,1,yes,no,yes,no,no,1,no,semi-furnished,4900000
714,6540,4,2,2,no,no,no,no,yes,0,no,semi-furnished,5250000
491,2640,2,1,1,no,no,no,no,no,1,no,furnished,2835000
932,4240,3,1,2,yes,no,no,no,yes,0,no,semi-furnished,3500000
513,4400,3,1,2,yes,no,no,no,no,0,no,unfurnished,2485000
391,3036,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,3500000
399,7350,2,1,1,yes,no,no,no,no,1,no,semi-furnished,3500000
942,5900,2,1,1,yes,no,no,no,no,1,no,furnished,3500000
1011,3090,3,1,2,no,no,no,no,no,0,no,semi-furnished,3010000
294,4000,4,2,2,no,no,no,no,no,0,no,semi-furnished,4200000
366,3630,2,1,1,yes,no,yes,no,no,0,no,furnished,3675000
887,7152,3,1,2,yes,no,no,no,yes,0,no,furnished,3850000
308,4046,3,1,2,yes,no,yes,no,no,1,no,semi-furnished,4165000
850,3450,3,1,2,yes,no,no,no,no,1,no,semi-furnished,4193000
823,3400,3,1,2,yes,no,yes,no,no,2,yes,semi-furnished,4277000
645,6600,3,2,1,yes,no,yes,no,yes,0,yes,unfurnished,6230000
478,3600,3,1,2,no,no,no,no,no,1,no,unfurnished,2940000
476,5850,3,1,2,yes,no,yes,no,no,1,no,unfurnished,2940000
1038,3960,3,1,1,yes,no,no,no,no,0,no,furnished,2800000
505,4000,3,1,2,yes,no,no,no,yes,0,no,unfurnished,2653000
638,7200,3,2,1,yes,no,yes,no,yes,3,no,semi-furnished,6300000
187,6100,3,1,1,yes,no,yes,no,yes,0,yes,semi-furnished,5110000
510,2880,3,1,1,no,no,no,no,no,0,no,unfurnished,2520000
972,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished,3332000
58,7680,4,2,4,yes,yes,no,no,yes,1,no,semi-furnished,7210000
772,6000,2,1,1,yes,no,yes,no,yes,1,no,furnished,4690000
723,7085,3,1,1,yes,yes,yes,no,no,2,yes,semi-furnished,5229000
921,4130,3,2,2,yes,no,no,no,no,2,no,semi-furnished,3640000
792,8400,4,1,4,yes,no,no,no,no,3,no,unfurnished,4550000
1019,4352,4,1,2,no,no,no,no,no,1,no,unfurnished,2975000
317,4992,3,2,2,yes,no,no,no,no,2,no,unfurnished,4060000
913,5640,2,1,1,no,no,no,no,no,0,no,semi-furnished,3675000
710,6450,3,2,1,yes,yes,yes,yes,no,0,no,unfurnished,5383000
180,4500,4,2,1,no,no,yes,no,yes,2,no,semi-furnished,5215000
76,6420,3,2,3,yes,no,no,no,yes,0,yes,furnished,6650000
280,6360,2,1,2,yes,no,no,no,no,0,no,unfurnished,4270000
774,9667,4,2,2,yes,yes,yes,no,no,1,no,semi-furnished,4690000
9,5750,3,2,4,yes,yes,no,no,yes,1,yes,unfurnished,9800000
876,7260,3,2,1,yes,yes,yes,no,no,3,no,furnished,3920000
202,4120,2,1,1,yes,no,yes,no,no,1,no,semi-furnished,4900000
27,8875,3,1,1,yes,no,no,no,no,1,no,semi-furnished,8400000
200,4520,3,1,2,yes,no,yes,no,yes,0,no,semi-furnished,4900000
286,2787,3,1,1,yes,no,yes,no,no,0,yes,furnished,4235000
969,3100,3,1,2,no,no,yes,no,no,0,no,semi-furnished,3360000
564,6420,3,2,2,yes,no,no,no,yes,1,yes,semi-furnished,8855000
301,3520,3,1,2,yes,no,no,no,no,0,yes,semi-furnished,4200000
240,3840,3,1,2,yes,no,no,no,no,1,yes,semi-furnished,4585000
176,8520,3,1,1,yes,no,no,no,yes,2,no,furnished,5250000
115,8000,3,1,1,yes,yes,yes,no,yes,2,yes,semi-furnished,6020000
114,6800,2,1,1,yes,yes,yes,no,no,2,no,furnished,6020000
361,6020,3,1,1,yes,no,no,no,no,0,no,semi-furnished,3710000
255,5885,2,1,1,yes,no,no,no,yes,1,no,unfurnished,4480000
18,4600,3,2,2,yes,yes,no,no,yes,2,no,furnished,8890000
44,6000,4,2,4,yes,no,no,no,yes,1,no,furnished,7560000
940,3600,6,1,2,yes,no,no,no,no,1,no,unfurnished,3500000
209,6720,3,1,1,yes,no,no,no,no,0,no,unfurnished,4900000
312,3600,3,1,1,yes,no,yes,no,yes,0,yes,furnished,4098500
442,2684,2,1,1,yes,no,no,no,yes,1,no,unfurnished,3220000
220,8100,4,1,4,yes,no,yes,no,yes,2,no,semi-furnished,4795000
762,6862,3,1,2,yes,no,no,no,yes,2,yes,furnished,4830000
531,5300,3,1,1,no,no,no,no,yes,0,yes,unfurnished,2233000
232,3745,3,1,2,yes,no,yes,no,no,0,no,furnished,4655000
423,3750,3,1,1,yes,no,no,no,no,0,no,unfurnished,3360000
550,7500,3,3,1,yes,no,yes,no,yes,2,yes,semi-furnished,10850000
109,6615,4,2,2,yes,yes,no,yes,no,1,no,semi-furnished,6090000
1035,4350,3,1,2,no,no,no,yes,no,1,no,unfurnished,2835000
796,3450,3,1,2,yes,no,yes,no,no,1,no,semi-furnished,4515000
1040,4000,3,1,2,yes,no,no,no,no,1,no,unfurnished,2730000
875,4050,2,1,2,yes,yes,yes,no,no,0,yes,unfurnished,3990000
